Ortholog Group ID,Drosophila ananassae,Drosophila simulans,Drosophila yakuba,Drosophila suzukii,Drosophila miranda,Drosophila mauritiana,Drosophila sechellia,Drosophila santomea,Drosophila melanogaster
54072at7215,Dana\GF22599,Dsim\GD28991,Dyak\GE17103,LOC108013742,LOC108155109,LOC117146367,Dsec\GM17633,120456854,mus101
54087at7215,Dana\GF15330,Dsim\GD29335,Dyak\GE11210,LOC108011934,LOC108162701,LOC117137081,Dsec\GM13202,120458352,RpL36A
54094at7215,LOC6495087,Dsim\GD10264,Dyak\GE24092,LOC108018189,LOC108160290,LOC117138384,LOC6607983,120450059,Gr43a
54103at7215,Dana\GF12258,Dsim\GD11504,Dyak\GE12101,LOC108008970,LOC108158402,LOC117137594,LOC6610053,120444860,Dmel\CG34199
54107at7215,Dana\GF16614,Dsim\GD20633,Dyak\GE10083,LOC108019477,LOC108157124,LOC117144578,LOC6606768,120451549,ClC-a
54135at7215,Dana\GF20988;Dana\GF21298,Dsim\GD16133,Dyak\GE17488,LOC108019070,LOC108156916,LOC117148522,Dsec\GM11217,120456171,Upf2
54136at7215,Dana\GF23331,Dsim\GD17035,Dyak\GE23383,LOC108017262,LOC108155850,LOC117144954,Dsec\GM12152,120454076,PH4alphaMP
54139at7215,Dana\GF24206,Dsim\GD13758,Dyak\GE21360,LOC108007072,LOC108151434,LOC117139797,LOC6610629,120448925,kst
54146at7215,Dana\GF24317,Dsim\GD12414,Dyak\GE22160,LOC108012540,LOC108150949,LOC117140135,Dsec\GM24340,120448412,Mip
54197at7215,Dana\GF14151,Dsim\GD22324,Dyak\GE10182,LOC108006633,LOC108162050,LOC117148663,Dsec\GM12136,120449775,TbCMF46
54199at7215,Dana\GF21912,Dsim\GD17221,Dyak\GE17196,LOC108018927,LOC108155462,LOC117147601,Dsec\GM22555,120455544,CG7872
54245at7215,Dana\GF25099,Dsim\GD14059,Dyak\GE21663,LOC108013091,LOC108165493,LOC117139176,Dsec\GM25025,120450077,Atg18a
54249at7215,Dana\GF27714,Dsim\GD18090,Dyak\GE10582,LOC108011708,LOC108157587,LOC117144942,Dsec\GM10128,120453721,Dmel\CG34293
54281at7215,LOC6493451,Dsim\GD14227,Dyak\GE21730,LOC108012254,LOC108153188,LOC117140410,Dsec\GM25195,120449142,bma
54298at7215,Dana\GF20991;sws,Dsim\sws,Dyak\GE17492;sws,LOC108004677,LOC108160071,LOC117148566,sws,120456170,sws
54310at7215,Dana\GF21148,Dsim\GD16846,Dyak\GE15721,LOC108021818,LOC108151281,LOC117146968,Dsec\GM17525,120456921,cg9657;CG9657
54317at7215,Dana\GF17706,Dsim\ksr,Dyak\GE25276,LOC108016285,LOC108155263,LOC117142518,LOC6613953,120450951,ksr
54351at7215,Dana\GF18889,Dsim\GD18314,Dyak\GE10819,LOC108004861;LOC108020632,LOC108154707,LOC117144544,Dsec\GM23504,120452985,CG5515;Dmel\CG5515
54354at7215,Dana\GF21293,Dsim\GD16872,Dyak\GE15751,LOC108004652,LOC108153923,LOC117148565,Dsec\GM11988,120456166,Ubr3
54359at7215,Dana\GF20424,Dsim\GD16986,Dyak\GE17855,LOC108004750,LOC108159045,LOC117146406,Dsec\GM11432,120456130,BTBD9
54362at7215,Dana\GF24422,Dsim\GD13583,Dyak\GE21109,LOC108012624,LOC108152187,LOC117140199,Dsec\GM14365,120450046,mat
54364at7215,Dana\GF20630,Dsim\GD23013,Dyak\GE16703,LOC108014148,LOC108162584,LOC117135341,Dsec\GM16729,120454173,smo
54408at7215,Dana\GF21581,Dsim\GD15954,Dyak\GE28689,LOC108006298,LOC108156392,LOC117146675,LOC6620300,120457125,cac
54413at7215,Dana\GF25012,Dsim\GD13996,Dyak\GE21597,LOC108005874,LOC108152086,LOC117142036,LOC6611104,120447740,melt
54445at7215,Dana\GF11454,Dsim\GD10810,Dyak\GE12375,LOC108010291,LOC108159848,LOC117137286,LOC6608703,120446600,Dmel\CG13197
54479at7215,Dana\GF16803,Dsim\GD21265,Dyak\GE23652,LOC108015824,LOC108155059,LOC117142360,Dsec\GM10302,120451010,gro
54498at7215,Dana\GF24462,Dsim\GD13564,Dyak\GE21096,LOC108013576,LOC108152025,LOC117139915,LOC6610203,120449804,Rev1
54525at7215,Dana\GF20757,Dsim\GD15182,Dyak\GE23495,LOC108006402,LOC108157139,LOC117144881,LOC6607761,120454301,Dmel\CG6607
54533at7215,Dana\GF21584,Dsim\GD24644,Dyak\GE17584,LOC108006330,LOC108164791,LOC117146938,LOC6620295,120455911,pot
5453at7215,Dana\GF21222,Dsim\GD23288,Dyak\GE18291,LOC108021346,LOC108162411,LOC117142702,Dsec\GM18474,120458777,Elp3
54580at7215,Dana\GF20843,Dsim\GD16183,Dyak\GE16450,LOC108015337,LOC108164826,LOC117147245,LOC6612224,120457044,LP06294.5prime
54583at7215,Dana\GF23365,Dsim\GD21455,Dyak\GE23874,LOC108007562,LOC108156107,LOC117145625,Dsec\GM12809,120453462,Pcd
54585at7215,Dana\GF20297,Dsim\GD24786,Dyak\GE15912,LOC108004724,LOC108153357,LOC117146635,Dsec\GM11460,120455126,CG15202;Dmel\CG15202
54639at7215,Dana\GF18528,Dsim\GD20020,Dyak\GE25025,LOC108017192,LOC108157663,LOC117142732,Dsec\GM15117,120453690,Dmel\CG17278
54683at7215,Dana\GF21060,Dsim\GD28888,Dyak\GE15685,LOC108011111,LOC108154920,LOC117148192,Dsec\GM12609,120455425,Usp30
54716at7215,Dana\GF15984,Dsim\Tak1,Dyak\Tak1,LOC108015332,LOC108158976,LOC117146440,Dsec\GM22666,120455166,Tak1
54750at7215,Dana\GF13288,Dsim\GD11645,Dyak\GE12242,LOC108009088,LOC108159521,LOC117135907,Dsec\GM15883,120444309,CG6676
54791at7215,Dana\GF23930,Dsim\GD14662,Dyak\GE19873,LOC108006663,LOC108151673,LOC117139188,Dsec\GM25656,120447783,Nrt
54796at7215,Dana\GF22851,Dsim\GD22972,Dyak\GE16294,LOC108014164,LOC108162277,LOC117135342,Dsec\GM16684,120454194,anon-21Cb
5484at7215,Dana\GF25144,Dsim\LanB2,Dyak\LanB2,LOC108013332,LOC108152420,LOC117141020,Dsec\LanB2,120450608,LanB2
5487at7215,Dana\GF23740,Dsim\GD12934,Dyak\Hsp67Bc,LOC108012601,LOC108152992,LOC117141895,Dsec\GM24882,120447492,Hsp67Bc
54881at7215,LOC6502125,Dsim\GD17382,Dyak\GE17704,LOC108016732,LOC108153722,LOC117148135,LOC6614812,120455758,Dmel\CG15373
54913at7215,Dana\GF15160,Dsim\GD23067,Dyak\GE17297,LOC108008483,LOC108162594,LOC117148918,Dsec\GM16790,120458664,CG14339;Dmel\CG14339
54976at7215,Dana\GF10176,Dsim\GD12131,Dyak\GE22351,LOC108013099,LOC108153642,LOC117141541,Dsec\GM22155,120450634,Dmel\CG9389
54981at7215,Dana\GF14810,Dsim\GD24124,Dyak\GE12808,LOC108021407,LOC108162393,LOC117139667,Dsec\GM17259,120447228,rdo
55020at7215,Dana\GF24801,Dsim\GD14359,Dyak\GE21885,LOC108013455,LOC108152376,LOC117140157,Dsec\GM25328,120448739,DEF8
55067at7215,Dana\GF17169,Dsim\GD20390,Dyak\GE26419,LOC108007652,LOC108155983,LOC117143469,Dsec\GM25814,120451553,VhaPPA1-1
55076at7215,Dana\GF14155,Dsim\GD12023,Dyak\GE11334,LOC108018950,LOC108162227,LOC117138038,Dsec\GM18527,120444383,RpL37A
55086at7215,Dana\GF15569,Dsim\GD27671,Dyak\GE28461,LOC108021166,LOC108163087,LOC117137797,LOC116801012,120457695,dLEM3
55151at7215,Dana\GF15040,Dsim\GD23261,Dyak\GE18264,LOC108021570,LOC108161704,LOC117135444,Dsec\GM18444,120456193,TTLL4B
55155at7215,Dana\GF12194,Dsim\GD11534,Dyak\GE12134,LOC108009854,LOC108158846,LOC117137632,Dsec\GM22037,120444415,galla-1
55182at7215,Dana\GF10631,Dsim\GD13027,Dyak\GE20380,LOC108006865,LOC108153093,LOC117139826,Dsec\GM24978,120450488,HP4
55186at7215,Dana\GF16167,Dsim\GD20885,Dyak\GE24868,LOC108006108,LOC108156947,LOC117142868,LOC6607304,120454200,Dmel\CG9636
55191at7215,Dana\GF17220,Dsim\GD21119,Dyak\GE23505,118877847,LOC108156422,LOC117142837,Dsec\GM26617,120452899,CG13621
55193at7215,LOC6500112,Dsim\GD19511,Dyak\GE25823,LOC108017127,LOC108155031,LOC117142859,LOC6614189,120451299,Ufl1
55194at7215,Dana\GF18806,Dsim\GD21481,Dyak\GE23899,LOC108015456,LOC108157620,LOC117143361,LOC6612772,120451904,CG15516;CG15518
55232at7215,Dana\GF10938,Dsim\GD15013,Dyak\GE22597;Dyak\GE28809,LOC108007770,LOC108150988,LOC117141352,LOC6616529,120448641,Chs2
55258at7215,Dana\GF10459,Dsim\GD13191,Dyak\GE20553,LOC108012421,LOC108150914,LOC117139817,Dsec\GM13914,120449480,sinu
55261at7215,LOC6506840,Dsim\GD13761,Dyak\GE21362,LOC108007071,LOC108152848,LOC117140257,Dsec\GM14570,120448225,Dmel\CG12010
55277at7215,Dana\GF16211,Dsim\GD17465,Dyak\GE23427,LOC108015514,LOC108155393,LOC117144988,Dsec\GM12195,120453645,Dmel\CG7912
55299at7215,Dana\GF20267,Dsim\GD17042,Dyak\GE15661,LOC108005157,LOC108153051,LOC117148229,Dsec\GM13104,120456402,prtp
55302at7215,Dana\GF21709,Dsim\GD17510,Dyak\GE17903,LOC108015334,LOC108162242,LOC117147353,LOC6615180,120456001,Mgstl
5534at7215,Dana\GF21145,Tps1,Dyak\GE18284,LOC108019724,LOC108163396,LOC117146854,LOC6613334,120449507,Tps1
55416at7215,Dana\GF15021,Dsim\GD22718,Dyak\GE14764,LOC108020739,LOC108161753,LOC117150697,Dsec\GM18102,120446774,ft
55439at7215,Dana\GF21993,Dsim\RhoGAP1A,Dyak\EG:23E12.2,LOC108016794,LOC108150748,LOC117147844,Dsec\GM11115,120455198,RhoGAP1A
55448at7215,Dana\GF24592,Dsim\GD14476,Dyak\GE21999,LOC108012464,LOC108153272,LOC117142129,Dsec\GM25450,120450643,Dmel\CG6833
55479at7215,Dana\GF21949,Dsim\GD16363,Dyak\GE16943,LOC108016896,LOC108152265,LOC117146417,Dsec\GM18878,120455338,boi
55480at7215,Dana\GF26805,Dsim\GD22969,Dyak\GE16249,LOC108014175,LOC108162585,LOC117137988,Dsec\GM16681,120454437,Amnionless
55492at7215,LOC6504242,Dsim\GD15718,Dyak\GE15638,LOC108005126,LOC108151682,LOC117147805,Dsec\GM13360,120456490,RSG7
55506at7215,Dana\GF15797,Dsim\GD23710,Dyak\GE18465,LOC108021282,LOC108162740,LOC117145993,Dsec\GM18480,120447763,Grip75;Grip75-RA
55555at7215,Dana\GF16436,Dsim\GD18027,Dyak\GE10506,LOC108014766,LOC108157096,LOC117144276,Dsec\GM16284,120450881,Noa36
55558at7215,Dana\GF11659,Dsim\GD19998,Dyak\GE25006,LOC108004816,LOC108154252,LOC117145701,Dsec\GM15091,120454127,mat1
55560at7215,Dana\GF11372,Dsim\GD11835,Dyak\GE14379,LOC108009158,LOC108158585,LOC117137749,LOC6613022,120446794,enok
55575at7215,Dana\GF23040,Dsim\GD18648,Dyak\GE25986,LOC108010604,LOC108156550,LOC117146054,Dsec\GM23838,120452743,topi;topi-RA
5558at7215,Dana\GF16294,Dsim\GD21343,Dyak\GE23748,LOC108019528,LOC108156649,LOC117142689,Dsec\GM16346,120451094,Mtl
55594at7215,Dana\GF20507,Dsim\GD15766,Dyak\eIF5,LOC108019164,LOC117186122,LOC117147349,Dsec\GM11673,120455017,Dmel\CG46312;eIF5
55616at7215,Dana\GF15053,Dsim\GD24137,Dyak\GE13185,LOC108007531,LOC108164196,LOC117150737,Dsec\GM17271,120446469,CG5790;Dmel\CG5790
55628at7215,Dana\GF22836,Dsim\GD22463,Dyak\GE18329,LOC108019216,LOC108162374,LOC117150220,Dsec\GM13290,120458767,CG14535;KIF26
55639at7215,Dana\GF23045,Dsim\GD21126,Dyak\GE23511,LOC108017306,LOC108155956,LOC117145453,Dsec\GM26622,120451146,asp;asp-RA
55649at7215,Dana\GF24798;Dana\GF25005,Dsim\GD13094,Dyak\GE20449,LOC108005893,LOC108153613,LOC117141010,Dsec\GM13795,120448572,Q9VS10
55665at7215,Dana\GF21370,Dsim\GD24604,Dyak\GE16929,LOC108015318,LOC108152391,LOC117148828,Dsec\GM18863,120456951,Spg7
55679at7215,Dana\GF21168,Dsim\GD16819,Dyak\GE16777,LOC108016773,LOC108153990,LOC117147146,LOC6612198,120455504,nonC
55685at7215,Dana\GF21017,Dsim\GD16560,Dyak\GE14583,LOC108016582,LOC108165253,LOC117146426,Dsec\GM19140,120455288,Gr2a
55702at7215,Dana\GF17471,Dsim\GD18700,Dyak\GE26040,LOC108018744,LOC108157411,LOC117144605,Dsec\GM23890,120450988,Skeletor
55751at7215,Dana\GF23303,Dsim\GD16741,Dyak\GE23350,LOC108012151,LOC108156431,LOC117144027,Dsec\GM12119,120451884,CG15549;Dmel\CG15549
55765at7215,Dana\GF23961,Dsim\GD14055,Dyak\GE21660,LOC108012849,LOC108151751,LOC117140591,Dsec\GM25022,120448369,Cds
55772at7215,Dana\GF12834,Dsim\GD10848,Dyak\GE12423,LOC108008700,LOC108159798,LOC117136531,Dsec\GM21350,120444646,Vha36-2
55804at7215,Dana\GF15624,Dsim\GD21746,Dyak\GE12641,LOC108021129,LOC108162568,LOC117151035,Dsec\GM16999,120445323,Dmel\CG10337
55819at7215,Dana\GF21552,Dsim\GD22685,Dyak\GE14662,LOC108021203,LOC108162035,LOC117147290,Dsec\GM18067,120458202,mRpS2
55849at7215,Dana\GF26911,Dsim\GD24678,Dyak\GE16017,LOC108019219,LOC117186230,LOC117146710,Dsec\GM22523,120455349,PGRP-LE
55857at7215,Dana\GF19722,Dsim\GD22037,Dyak\GE11405,LOC108021556,LOC108163159,LOC117139772,Dsec\GM15082,120458037,DNApol-gamma35
55860at7215,Dana\GF18698,Mlc1,Dyak\Mlc1,LOC108019534,LOC108157637,LOC117145155,Dsec\Mlc1,120453015,Mlc1
55875at7215,Dana\GF14578,Dsim\GD24049,Dyak\GE21431,LOC108004918,LOC108161891,LOC117149967,Dsec\GM18664,120445469,Dmel\CG17328;DS02740.8
55883at7215,Dana\GF17658,Dsim\GD19917,Dyak\GE24909,LOC108017142,LOC108155741,LOC117146093,Dsec\GM10938,120453451,Sas-4
55888at7215,Dana\GF22586,Dsim\GD26805,Dyak\GE15914,LOC108004752,LOC108158926,LOC117147387,Dsec\GM11462,120456261,Lint-1
55891at7215,Dana\GF10702,Dsim\GD12107,Dyak\GE22316,LOC108006898,LOC108153712,LOC117140113,Dsec\GM22128,120449378,CG7173;Dmel\CG7173
55898at7215,Dana\GF10134,Dsim\GD12948,Dyak\GE21268,LOC108013058,LOC108153175,LOC117141545,Dsec\GM24898,120450472,CG5280;CG5280-RA
55902at7215,Dana\GF21105,Dsim\GD17365,Dyak\GE17688,LOC108016609,LOC108154880,LOC117148799,LOC6614784,120455104,Dmel\CG6398
5591at7215,Dana\GF21312,Dsim\GD24767,Dyak\GE15768,LOC108018949,LOC108164804,LOC117148346,Dsec\GM11233,120456223,GIIIspla2
55931at7215,LOC6500921,Dsim\GD19151,Dyak\GE10124,LOC108020786,LOC108155172,LOC117144182,Dsec\GM15225,120452754,lute
55938at7215,Dana\GF23585,Dsim\GD27881,Dyak\GE21261,LOC108012996,LOC108152029,LOC117140918,Dsec\GM24891,120450295,bol
5597at7215,Dana\GF24959,Dsim\GD29004,Dyak\GE13105,LOC108008525,LOC108161394,LOC117150689,Dsec\GM18672,120445121,jhamt
55984at7215,Dana\GF20751,Dsim\GD28732,Dyak\GE23485,LOC108020620,LOC108154464,LOC117145186,Dsec\GM26599,120452504,Dmel\CG13616
55at7215,Dana\GF15704,Dsim\GD22570,Dyak\GE18435,LOC108005911,LOC108162851,LOC117150861,Dsec\GM17932,120444006,Phf5a
56055at7215,Dana\GF24493,Dsim\GD22976,Dyak\GE16338,LOC108016756,LOC108163934,LOC117142101,Dsec\GM16689,120454234,Rpp30
56109at7215,Dana\GF14748,Dsim\GD29602,Dyak\GE18994,LOC108005279,LOC108161827,LOC117143817,Dsec\GM18015,120450538,Dmel\CG14015
56127at7215,Dana\GF24951,Dsim\GD13428,Dyak\GE20904,LOC108013440,LOC108153320,LOC117140962,Dsec\GM14158,120449287,d4ST2;Dmel\CG13937
56132at7215,Dana\GF10226,Dsim\GD13360,Dyak\GE21673,LOC108007171,LOC108151330,LOC117139633,Dsec\GM14088,120447803,CG32486
56143at7215,Dana\GF23818,Dsim\GD17585,Dyak\GE20258,LOC108013422,LOC108152831,LOC117141431,Dsec\GM24798,120449088,DmRH27
56189at7215,Dana\GF25053,Dsim\GD13530,Dyak\GE21037,LOC108012933,LOC108165592,LOC117141652,LOC6610152,120450302,Dmel\CG34453
5619at7215,Dana\GF23996,Dsim\GD29394,Dyak\GE21512,LOC108011412,LOC108151755,LOC117141881,Dsec\GM14723,120447926,kri
56233at7215,Dana\GF10637,Dsim\GD14009,Dyak\GE21609,LOC108005896,LOC108152211,LOC117140348,Dsec\GM14835,120447563,Sec63
5623at7215,Dana\GF19104,Dsim\GD17276,Dyak\GE17262,LOC108006345,LOC108164729,LOC117146641,Dsec\GM13427,120455711,CalpC;CalpC-RA
56244at7215,Dana\GF20762,Dsim\GD18549,Dyak\GE25884,118877651,LOC108155676,LOC117142842,Dsec\GM23741,120451857,CG31460;Dmel\CG31460
56252at7215,Dana\GF22021,Dsim\GD29012,Dyak\GE17952,LOC108020466,LOC108152436,LOC117147656,Dsec\GM10064,120456150,Coa7
56265at7215,Dana\GF11710,Dsim\GD10238,Dyak\GE23816,LOC108017924,LOC108158124,LOC117136658,Dsec\GM20777,120450712,boca
56274at7215,Dana\GF15947,Dsim\GD28488,Dyak\GE17397,LOC108015287,LOC108161426,LOC117147394,Dsec\GM22748,120456866,Dmel\CG8034
56287at7215,Dana\GF24482,Dsim\GD22514,Dyak\GE18378,LOC108007709,LOC108162623,LOC117150223,Dsec\GM13638,120458480,Nuf2
56301at7215,Dana\GF22343,Dsim\GD15674,Dyak\GE17673,LOC108016894,LOC108162040,LOC117147040,Dsec\GM13516,120455561,X11L
5631at7215,Dana\GF19074,Dsim\GD16950,Dyak\GE17787,LOC108015243,LOC108161180,LOC117147824,Dsec\GM22467,120455143,Aladin
56322at7215,LOC6503774,Dsim\GD24301,Dyak\GE12897,LOC108014400,LOC108161795,LOC117150850,Dsec\GM23392,120457750,Nhe2
56347at7215,Dana\GF14449,Dsim\GD11962,Dyak\GE12606,LOC108004580,LOC108162005,LOC117150214,LOC6614777,120444994,Taf13
56353at7215,LOC6501174,Dsim\GD18783,Dyak\GE24201,LOC108014725,LOC108155467,LOC117142659,Dsec\GM23977,120452012,CG14722
56362at7215,Dana\GF14637,Dsim\GD23525,Dyak\GE18756,LOC108008228,LOC108163549,LOC117142310,Dsec\GM16897,120458885,Dmel\CG14274
56373at7215,LOC6498874,Dsim\GD15122,Dyak\GE25315,LOC108005927,LOC108157613,LOC117144928,Dsec\GM10666,120451948,CG14662;CT34440
56374at7215,Dana\GF15709,Dsim\GD23317,Dyak\GE11293,LOC108018561,LOC108161899,LOC117139225,Dsec\GM18514,120444425,CG31653;CG3805;Dm_2L:23546;Dmel\CG34126
56398at7215,Dana\GF14951,Dsim\GD22549,Dyak\GE18412,LOC108021586,LOC108164001,LOC117150520,Dsec\GM13924;Dsec\GM13935,120458224,AkhR
56416at7215,Dana\GF15105,Dsim\Dif,Dyak\Dif,LOC108013834,LOC108162026,LOC117146979,Dsec\GM17131,120444618,Dif
56423at7215,Dana\GF16620,Dsim\GD20640,Dyak\GE10090,LOC108007248,LOC108155466,LOC117143246,LOC6606778,120451801,Blm
56435at7215,Dana\GF24066,Dsim\GD22710,Dyak\morgue,LOC108021338,LOC108162413,LOC117142711,Dsec\GM18094,120458778,morgue
56448at7215,Dana\GF22082,Dsim\GD22365,Dyak\GE10621,LOC108005323,LOC108162974,LOC117150706,Dsec\GM12550,120458536,DIP-zeta
56474at7215,Dana\GF23975,Dsim\GD13884,Dyak\GE21489,LOC108013351,LOC108151477,LOC117139622,Dsec\GM14701,120448293,Cyt-c1
56489at7215,Dana\GF25035,Dsim\GD13476,Dyak\GE20959,LOC108012671,LOC108150829,LOC117140438,Dsec\GM14214,120448567,Naa30B
56519at7215,Dana\GF18695,Dsim\GD18063,Dyak\GE10546,LOC108013868,LOC108155276,LOC117145942,Dsec\GM16327,120453361,ALiX
56540at7215,Dana\GF23536,Dsim\GD13957,Dyak\GE21563,LOC108012295,LOC108152169,LOC117141983,LOC6611024,120449693,CG14911
56591at7215,Dana\GF16345,Dsim\GD19816,Dyak\GE10159,LOC108004872,LOC108155872,LOC117145717,Dsec\GM10835,120450847,CG1236;Dmel\CG1236
56607at7215,Dana\GF18240,Dsim\GD18183,Dyak\GE10679,LOC108012072,LOC108156131,LOC117143100,Dsec\GM10230,120451495,Tnks
56616at7215,Dana\GF20366,Dsim\GD15986,Dyak\RpII215,LOC108016784,LOC108158278,LOC117148940,Dsec\GM13065,120457335,RpII215;RpII215-RA
56641at7215,Dana\GF16928,Dsim\GD18873,Dyak\GE26234,LOC108014125,LOC108154169,LOC117144912,Dsec\CtBP,120454049,CtBP
56663at7215,Dana\GF23337,Dsim\GD17079,Dyak\GE23387,LOC108017226,LOC108154059,LOC117145641,Dsec\GM12155,120453976,Osi23
56678at7215,Dana\GF14582,Dsim\GD24053,Dyak\GE21475,LOC108006999,LOC108161892,LOC117150508,Dsec\GM18668,120443718,anon-35F/36A
56737at7215,Dana\GF20900,Dsim\GD15923,Dyak\GE16208,LOC108005160,LOC108153233,LOC117147859,Dsec\GM11542,120457143,Dmel\CG1824
5673at7215,Dana\GF17213,Dsim\GD18615,Dyak\GE25950,LOC108015846,LOC108155782,LOC117143465,Dsec\GM23804,120452787,alpha-Man-IIa
56763at7215,Dana\GF13633,Dsim\GD11878,Dyak\GE14423,LOC108009977,LOC108159534,LOC117136332,LOC6618840,120444501,pio
56825at7215,Dana\GF24952,Dsim\GD13429,Dyak\GE20905,LOC108013402,LOC108152727,LOC117141820,Dsec\GM14159,120450394,dre4
56831at7215,Dana\GF14785,Dsim\GD24099,Dyak\GE12783,LOC108021589,LOC108164295,LOC117149121,Dsec\GM17225,120445832,beat-IIIa;CG34106-RA
56853at7215,Dana\GF20247,Dsim\GD15968,Dyak\GE17596,LOC108005118,LOC108152890,LOC117148235,LOC6619914,120456795,Dmel\CG1578
56879at7215,Dana\GF24224,Dsim\GD13779,Dyak\GE21379,LOC108011833,LOC108152304,LOC117140576,Dsec\GM14587,120450624,PIG-B
56918at7215,Dana\GF16815,Dsim\GD19685,Dyak\GE25359,LOC108011655,LOC108156140,LOC117143452,Dsec\GM10708,120452334,Dmel\CG14645;Skp2
56933at7215,Dana\GF20804,Dsim\GD16749,Dyak\GE16428,LOC108011152,LOC108152020,LOC117147292,LOC6612363,120455291,28571108;Dmel\CG15771
56995at7215,Dana\GF22251,Dsim\GD15791,Dyak\GE16037,LOC108018917,LOC108155443,LOC117148013,Dsec\GM22545,120455543,Dmel\CG9215
5705at7215,Dana\GF15506,Dsim\GD23152,Dyak\GE18152,LOC108005464,LOC108163697,LOC117147711,Dsec\GM18337,120458361,Eogt
57102at7215,Dana\GF16001,Dsim\GD15597,Dyak\GE15469,LOC108015311,LOC108164701,LOC117148844,LOC6614962,120455302,CG7990;Dmel\CG7990
57125at7215,Dana\GF16990,Dsim\GD21011,Dyak\GE10365,LOC108014868,LOC108156637,LOC117143476,Dsec\GM26498,120454235,Dmel\CG6763
57132at7215,Dana\GF20946,Dsim\GD16264,Dyak\GE16817,LOC108021812,LOC108164634,LOC117147073,Dsec\GM12647,120455578,BEST:LD39762
57136at7215,Dana\GF21474,Dsim\mei-9,Dyak\GE16862,LOC108017008,LOC108152489,LOC117147382,LOC116802028,120455307,mei-9
57206at7215,Dana\GF16806,Dsim\GD21267,Dyak\GE23654,LOC108014054,LOC108155067,LOC117142759,Dsec\GM10304,120451436,Dmel\CG14543
57218at7215,Dana\GF12251,Dsim\GD10276,Dyak\GE24235,LOC108017759,LOC108160682,LOC117135838,Dsec\GM20823,120453034,Tsp42Eq
5726at7215,Dana\GF11345,Dsim\GD18994,Dyak\GE24277,LOC108004900,LOC108154800,LOC117146099,Dsec\GM24204,120452542,Dmel\CG12241
57270at7215,Dana\GF25058,Dsim\GD13831,Dyak\GE21434,LOC108020066,LOC108152650,LOC117139008,Dsec\GM14646,120448779,CG1311-RA;Ctl1
57282at7215,Dana\GF13551,Dsim\GD11719,Dyak\GE14244,LOC108009755,LOC108158353,LOC117135427,LOC6615615,120445505,PIP5K59B
57322at7215,Dana\GF23372,Dsim\GD21461,Dyak\GE23880,LOC108015503,LOC108155910,LOC117143486,Dsec\GM12817,120451223,yata
57330at7215,Dana\GF16200,Dsim\GD17311,Dyak\GE23411,LOC108016484,LOC108156016,LOC117145479,Dsec\GM12178,120454686,AdoR
57361at7215,Dana\GF20965,Dsim\GD15903,Dyak\Bap60,LOC108005124,LOC108159451,LOC117148128,LOC6618636,120454941,Bap60
57364at7215,LOC6505236,Dsim\otu,Dyak\GE17448,LOC108004763,LOC108159126,LOC117146543,LOC6619822,120457285,otu
57365at7215,Dana\GF15526,Dsim\GD23543,Dyak\GE18773,LOC108021488,LOC108162332,LOC117150872,LOC6611695,120444010,mus201
5743at7215,Dana\GF24004,Dsim\GD13913,Dyak\GE21522,LOC108011419,LOC108152328,LOC117139436,Dsec\GM14734,120447653,CG10727;CG32407
57455at7215,Dana\GF10420,Dsim\GD13627,Dyak\GE21163,LOC108013322,LOC108151454,LOC117140063,Dsec\GM14424,120447908,anon-EST:fe3A8
57461at7215,Dana\GF21837,Dsim\GD17295,Dyak\GE17611,LOC108005485,LOC108164415,LOC117146945,Dsec\GM13378;Dsec\GM13456,120456145,sing
57464at7215,Dana\GF17547,Dsim\GD18703,Dyak\GE26044,LOC108018755,LOC108156188,LOC117144613,Dsec\GM23892,120453805,Dmel\CG14684
57484at7215,Dana\GF24048,Dsim\GD14462,Dyak\GE21986,LOC108013324,LOC108151233,LOC117139858,Dsec\GM25436,120448122,DCTN1-p150
57492at7215,Dana\GF21063,Dsim\GD24298,Dyak\GE12892,LOC108021030,LOC108161801,LOC117138718,Dsec\GM23389,120457773,Dmel\CG14397
57496at7215,Dana\GF14625,Dsim\GD23513,Dyak\GE18743,LOC108017951,LOC108162782,LOC117151066,Dsec\GM16843,120445740,Dmel\CG8419
57498at7215,Dana\GF10935,Dsim\GD15010,Dyak\GE22594,LOC108007765,LOC108150987,LOC117142077,Dsec\GM22418,120450460,CG14562;NP_649372
57508at7215,Dana\GF18833,Dsim\GD21514,Dyak\GE10874,LOC108006514,LOC108156454,LOC117143150,Dsec\GM12876,120451385,Fer2LCH
57512at7215,LOC6502740,Dsim\GD24493,Dyak\GE15971,LOC108006288,LOC108165141,LOC117146927,Dsec\GM13402,120455469,DmCG9981
57534at7215,Dana\GF13148,Dsim\GD10434,Dyak\GE19084,LOC108017709,LOC108160827,LOC117138046,Dsec\GM20906,120458525,CG30158;Dmel\CG30158
57554at7215,Dana\GF14278;Dana\GF14279,Dsim\GD23952,Dyak\GE19022;Dyak\GE19023,LOC108018039,LOC108162212,LOC117147038,Dsec\GM15468,120446098,nAChRalpha5;NimC4
57569at7215,Dana\GF23924,Dsim\GD14653,Dyak\GE19867,LOC108006798,LOC108153669,LOC117139022,Dsec\GM25649,120450502,CG13032;Dmel\CG13032
