Ortholog Group ID,Drosophila ananassae,Drosophila simulans,Drosophila yakuba,Drosophila suzukii,Drosophila miranda,Drosophila mauritiana,Drosophila sechellia,Drosophila santomea,Drosophila melanogaster
49203at7215,LOC6500622,LOC6728449,LOC6536735,LOC108007369,LOC108154273,LOC117143325,LOC6606751,LOC120454354,aurA
4920at7215,LOC6506731,LOC6738213,LOC6539545,LOC108006635,LOC108153477,LOC117141715,LOC6605838,LOC120449049,GXIVsPLA2
49242at7215,LOC6500745,LOC6728343,LOC6536834,LOC108018685,LOC108154244,LOC117144029,LOC6606652,LOC120450793,Dmel\CG12267
49247at7215,LOC6504737,LOC6725236,LOC6525499,LOC108011156,LOC108164460,LOC117147740,LOC6612328,LOC120455433,fs(1)M3
49261at7215,LOC6498090,LOC6731453,LOC6527669,LOC108017952,LOC108163151,LOC117151083,LOC6611632,LOC120451086,SLC5A11
49288at7215,LOC6500448,LOC6727066,Dyak\GE11178,LOC108017120,LOC108155763,LOC117144803,LOC6614224,LOC120453179,Dmel\CG10053
49330at7215,LOC6501048,LOC6729186,LOC6537834,LOC108011039,LOC108154191,LOC117142265,LOC6607524,LOC120453326,p53
49376at7215,LOC6504966,LOC6725469,LOC6525281,LOC108015365,LOC108164709,LOC117146562,LOC6619841,LOC120455278,Rubicon
49399at7215,LOC6494076,LOC27206988,LOC6528535,LOC108019706,LOC108158688,LOC117137984,LOC6608117,LOC120443876,Asap
49423at7215,LOC6499315,LOC6727833,LOC6537048,LOC108004942;LOC108007354,LOC108157719,LOC117143935,LOC6616893,LOC120453955,Dmel\CG10317
49429at7215,LOC6493055,LOC6738964,LOC6539393,LOC108012606,LOC108152310,LOC117140511,LOC6616410,LOC120448248,Dmel\CG10510
49446at7215,LOC6506503,LOC6737103,LOC6533288,LOC108005877,LOC108150957,LOC117139766,LOC6611115,LOC120448502,Cdc27
49453at7215,LOC6499101,LOC6729881,LOC6538227,LOC108015782,LOC108157315,LOC117144629,LOC6618712,LOC120452471,CG5566
49460at7215,LOC6506928,LOC6738951,LOC6539785,LOC108013077,LOC108151329,LOC117139583,LOC6616397,LOC120448696,ICA69
49474at7215,LOC6499986,LOC6730329,LOC6538996,LOC108010870,LOC108156234,LOC117145475,LOC6612973,LOC120453750,pHCl-2
49497at7215,LOC6504258,LOC6725737,LOC6525515,LOC108006337,LOC108165037,LOC117148219,LOC6620299,LOC120456801,Dmel\CG10362
49521at7215,LOC6494458,LOC6726825,LOC6537471,LOC108016276,LOC108155961,LOC117142990,LOC116801438,LOC120454066,Snm1
49560at7215,LOC6497087,LOC6732257,LOC6527552,LOC108020944,LOC108163133,LOC117137939,LOC6611201,LOC120458031,Sos
49579at7215,LOC6501355,LOC6729941,LOC6538159,LOC108014751,LOC108155105,LOC117144575,LOC6618780,LOC120453622,Dmel\CG9986
49584at7215,LOC6498076,LOC6731480,LOC6527697,LOC108021607,LOC108163550,LOC117144251,LOC6611659,LOC120458618,Dmel\CG7781
49600at7215,LOC6506381,LOC6737403,LOC6532588,LOC108013528,LOC108152284,LOC117139559,LOC6605007,LOC120448234,Klp67A
49601at7215,LOC6499397,LOC6730018,LOC6538083,LOC108007236,LOC108156670,LOC117145725,LOC6612666,LOC120454550,Rpn2
49615at7215,LOC6507932,LOC6737756,LOC6533828,LOC108014660,LOC108151019,LOC117141182,LOC6605384,LOC120449477,Dmel\CG6931
49622at7215,LOC6499312,LOC6727823,LOC6537039,LOC108004949,LOC108155097,LOC117143729,LOC6616883,LOC120453809,ema
49654at7215,LOC6501482,LOC6739686,LOC6538272,LOC108020148,LOC108156532,LOC117145262,LOC6617174,LOC120453243,Dmel\CG3339
49658at7215,LOC6504877,LOC6724954,LOC6524410,LOC108016954,LOC108155566,LOC117147477,LOC6616144,LOC120456842,Raf
49669at7215,LOC6493083,LOC6738333,Dyak\GE22552;Dyak\GE22999,LOC108005627,LOC108151150,LOC117141043,LOC6605962,LOC120448027,TyrRS
49675at7215,LOC6501620,LOC6729110,LOC6537757,LOC108020491,LOC108156836,LOC117145134,LOC6607441,LOC120453458,Pfdn5
49680at7215,LOC6504638,LOC27207862,LOC6524422,LOC108016660,LOC108159290,LOC117148686,LOC6616126,LOC120456633,EG:30B8.3
49691at7215,LOC6495795,LOC6733669,LOC6528715,LOC108009749,LOC108158668,LOC117137827,LOC6608306,LOC120447116,alc
49734at7215,LOC6493674,LOC6738598,LOC6534187,LOC108015805,LOC108152644,LOC117140825,LOC6618342,LOC120449462,Nufip
49752at7215,LOC6506262,LOC27208471,LOC6534230,LOC108019543,LOC108150820,LOC117140740,LOC6618299,LOC120448524,CheA75a
49762at7215,LOC6501673,LOC6726721,LOC6535314,LOC108013795,LOC108154128,LOC117144837,LOC6613853,LOC120454633,spartin
49788at7215,LOC6506796,LOC6738264,LOC26536213,LOC108007502,LOC108151287,LOC117140606,LOC6605894,LOC120448590,Hsc20
49824at7215,LOC6503195,LOC27207018,LOC6525191,LOC108015183,LOC108157502,LOC117146434,LOC6614992,LOC120455617,pcm
49836at7215,LOC6500889,LOC6727563,LOC6535567,LOC108017511,LOC108155573,LOC117146072,LOC6613759,LOC120454569,Wdr37
49854at7215,LOC6504641,LOC6724938,LOC6524426,LOC108016979,LOC108155406,LOC117148679,LOC6616122,LOC120455259,kz
49856at7215,LOC6498908,LOC6729358,LOC6538765,LOC108020590,LOC108155918,LOC117142560,LOC6607697,LOC120451966,Apc2
49863at7215,LOC6507868,LOC6737624,LOC6533668,LOC108013935,LOC108152923,LOC117140244,LOC6605230,LOC120448097,emei
4990at7215,LOC6497813,LOC6732382,LOC6528279,LOC108006431,LOC108162491,LOC117150395,LOC6611320,LOC120456329,Ankrd49
49939at7215,LOC6505115,LOC6724975,LOC6524364,LOC108018915,LOC108156700,LOC117146826,LOC6616191,LOC120454972,dwg
49943at7215,LOC6495790,LOC6735124,LOC6531076,LOC108018245,LOC108159210,LOC117137457,LOC6609802,LOC120444907,CG17669
49956at7215,LOC6501549,LOC6728127,LOC6537342,LOC108016407,LOC108154425,LOC117144296,LOC6606427,LOC120451746,Dop1R1
49967at7215,LOC6497074,LOC6732836,LOC6529730,LOC108009384,LOC108163449,LOC117150468,LOC6614706,LOC120446646,Dmel\CG13082
49991at7215,LOC6505233,LOC6725875,LOC6524629,LOC108004687,LOC108159421,LOC117148671,LOC6618427,LOC120455436,Tpst
49at7215,LOC6504954,LOC6726164,LOC6525574,LOC108005482,LOC108160058,LOC117147726,LOC6617983,LOC120456525,Dmel\CG34325
50026at7215,LOC6506996,LOC6737354,LOC6532645,LOC108012869,LOC108153192,LOC117141139,LOC6604951,LOC120449679,Tsp66E
50042at7215,LOC6505024,LOC6740075,LOC6525060,LOC108004714,LOC108158969,LOC117146948,LOC6617639,LOC120455648,Dmel\CG32668
50065at7215,LOC6503631,LOC6725347,LOC6525455,LOC108004731,LOC108161655,LOC117147143,LOC6618967,LOC120455740,fz4
50074at7215,LOC6499310,LOC27206464,LOC6537036,LOC108004950,LOC108155098,LOC117146050,LOC6616880,LOC120453810,Pak3
50099at7215,LOC6497024,LOC6732089,LOC6527381,LOC108014273,LOC108163180,LOC117135180,LOC6617737,LOC120451013,CG6388
50106at7215,LOC6498518,LOC6739213,LOC6527595,LOC108021211,LOC108162919,LOC117150755,LOC6613432,LOC120453385,SP555
50127at7215,LOC6497080,LOC6732849,LOC6529742,LOC108005626,LOC117188737,LOC117147255,LOC6614720,LOC120446140,msb1l
50187at7215,LOC6499475,LOC6727325,LOC6535812,LOC108007814,LOC108157359,LOC117142644,LOC6619250,LOC120454610,Srp14
50189at7215,LOC6501229,LOC6727436,LOC6535707,LOC108014170,LOC108156206,LOC117142723,LOC6619056,LOC120451519,subdued
50219at7215,LOC6498030,LOC6730791,LOC6526642,LOC108009992,LOC108162864,LOC117144895,LOC6613172,LOC120452844,Sbat
50246at7215,LOC6496499,LOC6733492,LOC6528532,LOC108019709,LOC108158850,LOC117137986,LOC6608113,LOC120443897,Tmem63
50263at7215,LOC6502925,LOC27207490,LOC6525139,LOC108013733,LOC108160579,LOC117147340,LOC6615051,LOC120455806,AP-1-2beta
50277at7215,LOC6501570,LOC6730126,LOC6537981,LOC108015489,LOC108155973,LOC117143214,LOC6612768,LOC120451608,Dmel\CG34133
50286at7215,LOC6507947,LOC6724931,LOC6540281,LOC108016915,LOC108162871,LOC117147098,LOC6616111,LOC120455482,Mct1
50317at7215,LOC6501885,LOC6735264,LOC6530938,LOC108008965,LOC108164688,LOC117137084,LOC6609947,LOC120444281,Dmel\CG7744
50325at7215,LOC6503334,LOC6730441,LOC6526288,LOC108006129,LOC108163686,LOC117147865,LOC6617236,LOC120457752,Stip1
50360at7215,LOC6499595,LOC6729707,LOC6538425,LOC108014065,LOC108157556,LOC117144858,LOC6617013,LOC120453954,E(spl)m7-HLH
50368at7215,LOC6498409,LOC6732300,LOC6528202,LOC108021482,LOC108162217,LOC117150254,LOC6611243,LOC120458050,DS05899.7
50382at7215,LOC6494590,LOC6735281,LOC6530919,LOC108009180,LOC108159162,LOC117138083,LOC6609967,LOC120445380,TTLL6A
50422at7215,LOC6498580,LOC6731803,LOC6528032,LOC108021264,LOC108162512,LOC117150331,LOC6611981,LOC120458298,dpr19
50427at7215,LOC6493408,LOC6738476,LOC6534316,LOC108004803,LOC108151384,LOC117141083,LOC6606100,LOC120450300,Nedd4
50442at7215,LOC6501414,LOC6726891,LOC6537540,LOC108014374,LOC108157222,LOC117145255,LOC6614035,LOC120453691,Sec20
50471at7215,LOC6497692,LOC6730487,LOC6526336,LOC108020905,LOC108163037,LOC117150402,LOC6617285,LOC120448506,ds
50475at7215,LOC6505442,LOC6731659,LOC6527885,LOC108009177,LOC108163004,LOC117148111,LOC6611840,LOC120449637,hoip
50490at7215,LOC6496648,LOC6733219,LOC6529046,LOC108019914,LOC108159267,LOC117136881,LOC6619185,LOC120458692,Ttc7
50507at7215,LOC6496253,LOC6734895,LOC6531657,LOC108009821,LOC108160237,LOC117137438,LOC6609584,LOC120445108,Camp
50574at7215,LOC6498459,LOC27206506,LOC6527421,LOC108011974,LOC108163981,LOC117139939,LOC6617775,LOC120458099,kek1
50630at7215,LOC6496079,LOC6734964,LOC6531236,LOC108008454,LOC108159805,LOC117136286,LOC6609649,LOC120444452,P32
50666at7215,LOC6496996,LOC6731226,LOC6527079,LOC108021106,LOC108162847,LOC117135187,LOC6613639,LOC120448816,Dmel\CG9550
50674at7215,LOC6507039,LOC6730600,LOC6526441,LOC108020212,LOC108162673,LOC117135429,LOC6617395,LOC120451879,Dmel\CG17660
50677at7215,LOC6503702,LOC6724860,LOC6523912,LOC108016577,LOC108152076,LOC117146615,LOC6615977,LOC120456755,AMPKalpha
50696at7215,LOC6506006,LOC6730084,LOC6538020,LOC108007581,LOC108156109,LOC117145627,LOC6612726,LOC120453722,Dmel\CG34296
50700at7215,LOC6495131,LOC6735058,LOC6531139,LOC108006189,LOC108158552,LOC117138353,LOC6609742,LOC120444352,Dmel\CG5742
50794at7215,LOC6499925,LOC6728693,LOC6536468,LOC108013938,LOC108156727,LOC117143975,LOC6607003,LOC120454451,Fancl
50803at7215,LOC6504428,LOC6726207,LOC6525605,LOC108005458,LOC108152392,LOC117146750,LOC6618014,LOC120455159,Dmel\CG4928
50822at7215,LOC6505520,LOC6730089,LOC6538015,LOC108015500,LOC108156176,LOC117145621,LOC6612732,LOC120451226,CG7601
50828at7215,LOC6495405,LOC6734006,LOC6530273,LOC108010284,LOC108160658,LOC117137471,LOC6608676,LOC120446206,Prip
50840at7215,LOC6493450,LOC6737509,LOC6533558,LOC108012990,LOC108151829,LOC117141870,LOC6605121,LOC120449292,nudE
50890at7215,LOC6499235,LOC6729930,LOC6538172,LOC108014756,LOC108156880,LOC117144919,LOC6618765,LOC120453108,mIF2
50902at7215,LOC6506241,LOC6738756,LOC6534878,LOC108005791,LOC108152953,LOC117140676,LOC6619417,LOC120448786,Prp3
50912at7215,LOC6499206,LOC6727694,LOC6535429,LOC108017350,LOC108155585,LOC117145559,LOC6616740,LOC120452257,P5cr-2
50922at7215,LOC6498022,LOC6732778,LOC6529676,LOC108013403,LOC108163929,LOC117150205,LOC6614651,LOC120444302,l(2)37Cc
5095at7215,LOC6493049,LOC6738973,LOC6534681,LOC108013098,LOC108151678,LOC117139970,LOC6616418,LOC120450633,AcCoAS
51002at7215,LOC6505044,LOC6726185,LOC6525588,LOC108005125,LOC108156303,LOC117146568,LOC6617995,LOC120455065,Dmel\CG4768
51010at7215,LOC6507200,LOC6737628,LOC6533672,LOC108013932,LOC108152431,LOC117141947,LOC6605234,LOC120448098,Ufd1-like
51014at7215,LOC6500619,LOC6728021,LOC6537236,LOC108004916,LOC108156290,LOC117142826,LOC6606316,LOC120451168,CG4196
51019at7215,LOC6507608,LOC6737816,LOC6533882,LOC108012388,LOC108153184,LOC117140977,LOC6605436,LOC120449252,ArfGAP1
51031at7215,LOC6507634,LOC6737085,LOC6533268,LOC108005809,LOC108153650,LOC117141602,LOC6611099,LOC120450017,BBS1
51034at7215,LOC6502686,LOC27206434,LOC6537899,LOC108011095,LOC108157808,LOC117145655,LOC6607588,LOC120453740,NEST:bs02f09
51057at7215,LOC6501938,LOC6725479,LOC6525272,LOC108015051,LOC108164830,LOC117148755,LOC6619851,LOC120457010,U3 snoRNA-associated protein 11
51091at7215,LOC6501316,LOC6727914,LOC6537134,LOC108017080,LOC108155283,LOC117145886,LOC6606208,LOC120453933,FBpp0082632
51125at7215,LOC6506593,LOC6737212,LOC6533399,LOC108013275,LOC108152389,LOC117141886,LOC6604815,LOC120450246,Nulp1
51127at7215,LOC6494684,LOC6733711,LOC6528755,LOC108008447,LOC108159278,LOC117137481,LOC6608349,LOC120449305,wun2
51128at7215,LOC6494426,LOC27209253,LOC6536409,LOC108017198,LOC108154241,LOC117143644,LOC6607062,LOC120454431,trbd
51185at7215,LOC26515342,LOC27209212,LOC26536027,LOC108006707,LOC108165303,LOC117141944,LOC116801164,LOC120450167,Dmel\CG34429
51189at7215,LOC6497279,LOC6731252,LOC6527049,LOC108021027,LOC108163309,LOC117146363,LOC6611425,LOC120444115,Nhe3
5119at7215,LOC6506775,LOC6738845,LOC6534793,LOC108005822,LOC108152439,LOC117140108,LOC6616293,LOC120448130,fbl
51230at7215,LOC6506774,LOC6738846,LOC6534792,LOC108005905,LOC108152870,LOC117140177,LOC6616295,LOC120448128,trbl
51232at7215,LOC6506433,LOC6738090,LOC6534149,LOC108012477,LOC108152674,LOC117141210,LOC6605717,LOC120448214,Dmel\CG5114
51233at7215,LOC6504175,LOC27207124,LOC6524269,LOC108013686,LOC108164399,LOC117146934,LOC6612540,LOC120455035,Xpac-RA
51237at7215,LOC6507044,LOC6736707,LOC6532891,LOC108011832,LOC108153115,LOC117140342,LOC6610703,LOC120447773,CG11593
51270at7215,LOC6493297,LOC6736368,LOC26536237,LOC108012821,LOC108151763,LOC117139268,LOC6610355,LOC120450413,Dmel\CG33230
51287at7215,LOC6497059,LOC6731942,LOC6527237,LOC108016008,LOC108163292,LOC117149505,LOC6612119,LOC120457185,Ge-1
5136at7215,LOC6502216,LOC6725092,LOC6524244,LOC108016943,LOC108153028,LOC117147567,LOC6612510,LOC120455308,Dmel\CG3626
51377at7215,LOC6501243,LOC6727473,LOC6535665,LOC108010741,LOC108156593,LOC117143267,LOC6619092,LOC120453246,unc79
51401at7215,LOC6499365,LOC6729091,LOC6537741,LOC108020520,LOC108155729,LOC117144594,LOC6607423,LOC120452958,Dmel\CG13850
51430at7215,LOC6501393,LOC6726956,LOC6537602,LOC108016058,LOC108157241,LOC117143660,LOC6614100,LOC120452394,Sm-D2
51465at7215,LOC6506438,LOC6737186,LOC6533372,LOC108006831,LOC108153208,LOC117139620,LOC6604786,LOC120449170,Dmel\CG8281
51472at7215,LOC6496445,LOC6734788,LOC6531390,LOC108018184,LOC108159071,LOC117136395,LOC6609461,LOC120445818,Dmel\CG4945
51494at7215,LOC6503292,LOC6730733,LOC6526588,LOC108021010,LOC108162282,LOC117150138,LOC6613118,LOC120458295,Elba2
51497at7215,LOC6504895,LOC6725821,LOC6524567,LOC108005479,LOC108164797,LOC117146646,LOC6618627,LOC120456134,Dmel\CG42237
5149at7215,LOC6506237,LOC6738747,Dyak\GE23217,LOC108005845,LOC108152840,LOC117141311,LOC6619409,LOC120450549,Dmel\CG32221
51515at7215,LOC6507482,LOC6736457,LOC6532498,LOC108012654,LOC108153646,LOC117140228,LOC6610451,LOC120450114,Dmel\CG13810
51523at7215,LOC6501421,LOC6726873,LOC6537525,LOC108004873,LOC108155870,LOC117145714,LOC6614019,LOC120450844,Sym
5153at7215,LOC6499994,LOC6728805,LOC6536345,LOC108006967,LOC108157089,LOC117144502,LOC6607128,LOC120453769,CG18473
51559at7215,LOC6507694,LOC6736776,LOC6532963,LOC108020199,LOC108153444,LOC117140285,LOC6610777,LOC120449753,slow
51563at7215,LOC6493554,LOC27209462,LOC6532589,LOC108013529,LOC108152286,LOC117139561,LOC6605008,LOC120448238,mRRF1
51570at7215,LOC6496324,LOC27208267,LOC6530356,LOC108010010,LOC108158587,LOC117135475,LOC6609113,LOC120447131,Usp20-33
51593at7215,LOC6507364,LOC6736778,LOC6532965,LOC108019504;LOC108020203,LOC108153166,LOC117140815,LOC6610779,LOC120449224,Dmel\CG15019
5159at7215,LOC6501955,LOC6740038,LOC6525239,LOC108016661,LOC108157753,LOC117146685,LOC6619767,LOC120455371,Arfrp1
51636at7215,LOC6500955,LOC6727136,LOC6536000,LOC108016088,LOC108155827,LOC117142570,LOC6621162,LOC120450760,ArgRS-m
51640at7215,LOC6500739,LOC6728352,LOC6536825,LOC108018672,LOC108155625,LOC117142509,LOC6606661,LOC120454642,Srlp
51648at7215,116655966,120284893,120321661,LOC108006161,LOC108152433,LOC117139352,LOC6605554,LOC120450692,caps
51672at7215,LOC6501889,LOC6725478,LOC6525273,LOC108015312,LOC108161099,LOC117148751,LOC6619850,LOC120455743,l(1)G0020-RA
51682at7215,LOC6497880,LOC27207958,LOC6529601,LOC108014003,LOC108161735,LOC117150519,LOC6614575,LOC120444696,CG10336
51690at7215,LOC6505644,LOC6727981,LOC6537197,LOC108006417,LOC108155738,LOC117143273,LOC6606276,LOC120454341,SerRS-m
51705at7215,LOC6496519,LOC6734287,LOC6529984,LOC108019879,LOC108158153,LOC117137028,LOC6608970,LOC120445849,Dmel\CG4676
51708at7215,LOC6503771,LOC27208084,LOC6524147,LOC108015342,LOC108164900,LOC117146916,LOC6612407,LOC120456489,Dmel\CG16756
51736at7215,LOC6504771,LOC6724790,LOC6523817,LOC108016618,LOC108164987,LOC117148885,LOC6615878,LOC120456248,Dmel\CG13369
51743at7215,LOC6505646,LOC120284203,Dyak\GE28992,LOC108006415,LOC108155127,LOC117143271,LOC6606272,LOC120451255,CG31392
51746at7215,LOC6501327,LOC6727885,LOC6537105,LOC108014574,LOC108156281,LOC117142660,LOC6606180,LOC120451153,Hel89B
51757at7215,LOC6506281,LOC6738599,LOC6534186,LOC108015927,LOC108152645,LOC117139187,LOC6618343,LOC120447497,Atg3
51782at7215,LOC6494487,LOC6735612,LOC6530573,LOC108010086,LOC108160013,LOC117135797,LOC6615428,LOC120445963,CngB
51784at7215,LOC6493333,LOC6736881,LOC6533065,LOC108012702,LOC108150892,LOC117140020,LOC6610880,LOC120448751,CG32422
51804at7215,LOC6507782,LOC6737423,LOC6532567,LOC108012982,LOC108153003,LOC117139579,LOC6605029,LOC120449975,RpS17
51814at7215,LOC6505966,LOC6730243,LOC6538906,118876789,LOC108157099,LOC117144494,LOC6612883,LOC120453044,jdp
51817at7215,LOC6500870,LOC6728290,LOC6536887,LOC108014120,LOC108157292,LOC117142626,LOC6606598,LOC120451075,CT22687
51828at7215,LOC6500462,LOC6727111,LOC6536023,LOC108019326,LOC108157261,LOC117144408,LOC6614276,LOC120454386,Nlg1
5183at7215,LOC6499904,LOC6728317,LOC6536863,LOC108008079,LOC108155657,LOC117144517,LOC6606623,LOC120454637,Arp1
51862at7215,LOC6497666,LOC6732670,LOC6529574,LOC108006793,LOC108163682,LOC117150237,LOC6614545,LOC120446319,RpS26
51870at7215,LOC6506931,LOC6738956,LOC6534695,LOC108013005,LOC108151490,LOC117140509,LOC6616402,LOC120448246,chb
51872at7215,LOC6495118,LOC6735380,LOC6530808,LOC108009696,LOC108160840,LOC117137676,LOC6610067,LOC120446064,side-VIII
51958at7215,LOC6507272,LOC6739052,LOC6539350,LOC108017604,LOC108152742,LOC117141217,LOC6616498,LOC120448701,Dmel\CG14570
51964at7215,LOC6494066,LOC6733385,LOC6528438,LOC108018127,LOC108158094,LOC117136244,LOC6608012,LOC120447180,PIG-G
51973at7215,LOC6506408,LOC27209155,LOC6533357,LOC108006841,LOC108151812,LOC117140950,LOC6604767,LOC120448063,CG7457-RA
51993at7215,LOC6507905,LOC6737695,LOC6533757,LOC108014492,LOC108152070,LOC117139251,LOC6605315,LOC120449524,TfIIEalpha
52002at7215,LOC6504001,LOC6725339,LOC6525461,LOC108016998,LOC108158075,LOC117148185,LOC6618960,LOC120455621,Dmel\CG4607
5204at7215,LOC6503730,LOC27208061,LOC6529261,LOC108008811,LOC108162555,LOC117142535,LOC6618226,LOC120457745,Itgbn
52074at7215,LOC6506764,LOC6738860,LOC6534781,LOC108013485,LOC108152931,LOC117140496,LOC6616309,LOC120448956,CUT8
52097at7215,LOC6505731,LOC6727125,LOC6536010,118878002,LOC108157296,LOC117144772,LOC6614288,LOC120452173,Dmel\CG18744
52103at7215,LOC6493374,LOC6738382,LOC6534409,LOC108006665,LOC108151674,LOC117139189,LOC6606008,LOC120449921,mus302
52141at7215,LOC6501028,LOC6728545,LOC6536617,LOC108006039,LOC108154217,LOC117143215,LOC6606851,LOC120452221,Arfip
52154at7215,LOC116654462,LOC6726141,LOC6524977,LOC108011109,LOC108163473,LOC117146522,LOC6617946,LOC120457181,para
52156at7215,LOC6498965,LOC6728969,LOC6536178,LOC108006087,LOC108156205,LOC117142864,LOC6607305,LOC120454197,Ada2b
52225at7215,LOC6500754,LOC6729316,LOC6538805,LOC108015755,LOC108156134,LOC117142813,LOC6607654,LOC120450773,GluProRS
52267at7215,LOC6496727,LOC6730765,LOC6526615,LOC108005517,LOC108161718,LOC117138166,LOC6613145,LOC120448102,aph-1
52271at7215,LOC6503712,LOC27207946,LOC6524991,LOC108011141,LOC108159259,LOC117146498,LOC6617961,LOC120457247,Rok
52290at7215,LOC6506885,LOC6733020,LOC6529266,LOC108021617,LOC108163435,LOC117135695,LOC6618221,LOC120457771,Mtp
522at7215,LOC6495086,LOC6733355,LOC6528412,LOC108017879,LOC108160781,LOC117138386,LOC6607984,LOC120450060,Glo1
52301at7215,LOC6506242,LOC6738758,LOC6534876,LOC108012235,LOC108152648,LOC117141779,LOC6619419,LOC120450107,Rpn1
52345at7215,LOC6505262,LOC27208495,LOC6524656,LOC108013677,LOC108154142,LOC117146754,LOC6618457,LOC120456871,Yp3
52366at7215,LOC6499324,LOC6727856,LOC6537070,LOC108007344,LOC108154269,LOC117142914,LOC6616916,LOC120451487,bor
52382at7215,LOC6505874,LOC27206665,LOC26535113,LOC108015761,LOC108154913,LOC117142348,LOC116801528,LOC120451333,Syx1A
52391at7215,LOC6498754,LOC6740229,6525209,LOC108015192,LOC108161057,LOC117146914,LOC6614975,LOC120455463,rictor
52395at7215,LOC6507082,LOC6736311,LOC6532341,LOC108012404,LOC108153356,LOC117139982,LOC6621491,LOC120448347,scf
523at7215,LOC6496627,LOC6733265,LOC6528320,LOC108018160,LOC108159936,LOC117138098,LOC6607889,LOC120443957,BcDNA:RE40412
52474at7215,LOC6498192,LOC6732424,LOC6529002,LOC108009060,LOC108164273,LOC117150805,LOC6611366,LOC120458851,BG:DS03023.2
52481at7215,LOC6496448,LOC6736051,LOC6532033,LOC108010249,LOC108160253,LOC117136252,LOC6618800,LOC120444744,PIG-Z
52505at7215,LOC6506612,LOC6736872,LOC6533056,LOC108012526,LOC108151478,LOC117139623,LOC6610873,LOC120449750,Membrin
52515at7215,LOC6501966,LOC6739874,LOC6525993,LOC108015211,LOC108158844,LOC117146853,LOC6617528,LOC120455431,FBpp0111587
52520at7215,LOC6493713,LOC6738743,LOC6534890,LOC108005907,LOC108153113,LOC117141156,LOC6619405,LOC120450550,cyc
52525at7215,LOC6507099,LOC6738699,LOC6539697,LOC108010670,LOC108151157,LOC117142053,LOC6619363,LOC120448085,Ltn1
52533at7215,LOC6505802,LOC6727231,LOC6535899,LOC108018402,LOC108155450,LOC117144145,LOC6620048,LOC120454661,Usp8
52536at7215,LOC6500221,LOC6728614,LOC6536547,LOC108006646,LOC108156232,LOC117143156,LOC6606923,LOC120451622,TfIIFbeta
52543at7215,LOC6506059,LOC6730866,LOC6526723,LOC108021337,LOC108161803,LOC117150335,LOC6621132,LOC120454257,Cog3
52557at7215,LOC6498290,LOC6732850,LOC6529743,LOC108005636,LOC108163063,LOC117147264,LOC6614721,LOC120446141,PMKase
5256at7215,LOC6503038,LOC6725332,LOC6525471,LOC108016610,LOC108162772,LOC117147967,LOC6618952,LOC120456511,cm
52600at7215,LOC6495205,LOC6739349,LOC6528584,LOC108019893,LOC108160610,LOC117137059,LOC6608171,LOC120457678,CSN7-RA
52615at7215,LOC6493332,LOC6736882,LOC6533066,LOC108016083,LOC108153777,LOC117141462,LOC6610881,LOC120449938,Lkr
52618at7215,LOC6494141,LOC6734739,LOC6531442,LOC108009346,LOC108157974,LOC117138517,LOC6609411,LOC120444315,fidipidine
52657at7215,LOC6507425,LOC6730455,LOC6526303,LOC108020958,LOC108161818,LOC117145939,LOC6617250,LOC120449716,RNase H2 subunit A
52679at7215,LOC6507369,LOC6736766,LOC6532953,LOC108020026,LOC108152538,LOC117139500,LOC6610766,LOC120448895,dyl
52723at7215,LOC6507122,LOC6737758,LOC6533830,LOC108014663,LOC108151005,LOC117140369,LOC6622009,LOC120449838,Grip163
5272at7215,LOC6504470,LOC6739860,LOC6525919,LOC108014963,LOC108154696,LOC117146862,LOC6617457,LOC120456465,mgl
52735at7215,LOC6493437,LOC6736210,LOC6532197,LOC108013048,LOC108165591,LOC117142096,LOC6610146,LOC120447985,thoc7
52782at7215,LOC6506962,LOC6732550,LOC6529522,LOC108021126,LOC108162177,LOC117136941,LOC6614418,LOC120444924,glu
52786at7215,LOC6506453,LOC6739632,LOC6533632,108014615,LOC108152823,LOC117139738,LOC6605192,LOC120448396,Aps
52794at7215,LOC6504745,LOC6725980,LOC6524776,LOC108005213,LOC108164740,LOC117147346,LOC116802042,LOCCG5548,ND-B18
52811at7215,LOC6505049,6725946,LOC6524727,LOC108006570,LOC108165194,LOC117147009,LOC6618539,LOC120457306,Dmel\CG9411
5281at7215,LOC6506518,LOC6736733,LOC6532919,LOC108020017,LOC108152228,LOC117141796,LOC6610732,LOC120450205,Teh4
52831at7215,LOC6497764,LOC6731259,LOC6527042,LOC108020989,LOC108163174,LOC117138250,LOC6611433,LOC120448004,Liprin-alpha
52855at7215,LOC6503734,LOC6726009,LOC6524811,LOC108005449,LOC108164074,LOC117147201,LOC6620363,LOC120457225,Dmel\CG9114
52876at7215,LOC6498547,LOC6731731,LOC6527957,LOC108008022,LOC108162039,LOC117150690,LOC6611911,LOC120458650,Spn31A
52880at7215,LOC6501204,LOC6728840,LOC6536313,LOC108011544,LOC108155718,LOC117146013,Dsec\Rel,LOC120453320,Rel
52902at7215,LOC6500553,LOC6728802,LOC6536347,LOC108006981,LOC108155771,LOC117142417,LOC6607126,LOC120451183,FER
52916at7215,LOC6502190,120284207,120321921,LOC108005103,LOC108155923,LOC117146393,LOC6619569,LOC120455833,CG9517
